order_id,customer_id,product_id,quantity,price,order_date,event_type
8d06392f-4a42-428f-b788-661a1bbebdd6,960ef7d8-3fd6-43f2-8f6e-535af193a8e2,2a3814dd-4df4-49fe-9edc-269408a4358f,3,67.46,2024-06-17,INSERT
ba00f0a4-b662-4a1e-a91d-511d24c49f3d,7f3e2104-9b7a-4d5b-8ad2-0e026647feaf,a42bf0b7-31eb-4150-8a57-b2c34be87f5e,1,79.09,2024-03-08,UPDATE
194515f7-77f8-4580-930f-73010252c14e,0627f30d-05e6-4891-9198-7bea6717dc45,07c1a7ca-7542-4ff2-9176-89c1cd18af59,4,86.77,2024-03-11,UPDATE
ff8ed357-803d-4b8f-8d28-6720cfbf8425,b8040c3c-2f5a-48ae-8e29-e6c46a99d784,3cbb85a6-f2c4-4048-a41c-27a7a8ed10a4,3,86.6,2024-04-21,UPDATE
c260e483-2383-426a-be32-16f2c37afa3a,9bf86a22-f1d5-4986-9175-f6c36c00323f,4244ea08-017a-4930-93f0-bd113e4fc1c6,2,38.57,2024-03-11,INSERT
3895fb45-0ce5-4ae8-bbc3-d6b0043723b0,7a994007-88b8-4ad7-876d-5bee13901a3e,82c98244-cb93-4ca3-8765-322c4b8ca3d1,4,15.97,2024-01-25,UPDATE
05558056-cc8d-4e0f-b35e-1c62f58fe5e1,c12629a9-968f-4e9a-8e32-43e62ae860b1,4863b3c2-8a9a-4584-bfad-606d82ab16e5,3,99.07,2024-06-01,DELETE
d04f877c-aaf9-430a-b298-2e309c175a48,b50df924-0ecb-4322-977b-3d77d5383a3c,5d020a8a-85ed-4073-aa92-fe34dce9a70e,1,13.1,2024-02-19,DELETE
b8682287-4e69-431a-ad45-e361d4b0a294,a6ed490f-e12d-4723-aded-6367c5da31c2,2a3842b8-11c1-48bc-9ade-7e0e4610fe31,3,89.46,2024-04-17,DELETE
fae4931a-becb-4c1b-aee5-174b954d24ca,1179f6d0-6b2f-4fb9-8157-f775c14d4e8d,f6973da6-be66-41d0-b29d-37765e3c33ec,4,27.31,2024-02-15,INSERT
