order_id,customer_id,product_id,quantity,price,order_date
6d7081a2-c72f-44ab-9120-6ef9d351040a,fbba083c-b8fc-4e76-98ca-c245a251881c,889722c3-95a0-4364-b409-4aefc0943aae,3,47.98,2024-05-06
ba00f0a4-b662-4a1e-a91d-511d24c49f3d,7f3e2104-9b7a-4d5b-8ad2-0e026647feaf,a42bf0b7-31eb-4150-8a57-b2c34be87f5e,4,29.99,2024-03-08
194515f7-77f8-4580-930f-73010252c14e,0627f30d-05e6-4891-9198-7bea6717dc45,07c1a7ca-7542-4ff2-9176-89c1cd18af59,1,46.18,2024-03-11
ff8ed357-803d-4b8f-8d28-6720cfbf8425,b8040c3c-2f5a-48ae-8e29-e6c46a99d784,3cbb85a6-f2c4-4048-a41c-27a7a8ed10a4,3,17.67,2024-04-21
d05e721f-d907-4b81-8d32-9ad8292c27a9,8642608e-bfe4-493d-a7ea-f68d905ffca8,a960e6ff-38df-4ef0-a906-9946f58724c6,3,50.53,2024-05-15
3895fb45-0ce5-4ae8-bbc3-d6b0043723b0,7a994007-88b8-4ad7-876d-5bee13901a3e,82c98244-cb93-4ca3-8765-322c4b8ca3d1,5,13.46,2024-01-25
05558056-cc8d-4e0f-b35e-1c62f58fe5e1,c12629a9-968f-4e9a-8e32-43e62ae860b1,4863b3c2-8a9a-4584-bfad-606d82ab16e5,3,99.07,2024-06-01
d04f877c-aaf9-430a-b298-2e309c175a48,b50df924-0ecb-4322-977b-3d77d5383a3c,5d020a8a-85ed-4073-aa92-fe34dce9a70e,1,13.1,2024-02-19
b8682287-4e69-431a-ad45-e361d4b0a294,a6ed490f-e12d-4723-aded-6367c5da31c2,2a3842b8-11c1-48bc-9ade-7e0e4610fe31,3,89.46,2024-04-17
84b9334e-6229-49e8-b4e8-6dbd206e5e93,0dfe3022-fd07-42e8-ae28-1111dc0ba267,c8afabae-6aa0-4c96-8e40-c9adeaf22961,1,10.57,2024-02-05
e3e3575d-0d60-414c-add4-9beec80ac718,c508b7ac-f1c7-46f2-ab6e-b16df5dec58e,971798ff-1069-4300-ac48-a4f8509c7ae2,2,13.66,2024-02-09
45ee89ea-e627-47df-b3d1-835779521545,db2a86b7-e7f9-4400-bf87-e2f8263d453b,f365242f-416e-4e35-9f1a-113ebf6e3e76,1,66.83,2024-04-25
fcd086ce-bfc2-423f-86d3-39ff975ef1c0,2494d385-3f77-49e9-8d56-f7397c23560a,25b4dd76-eaa4-4132-89d9-ca39ca5cbf55,3,93.29,2024-02-05
c4e34e6d-fc44-4a1f-8233-7bd44454700c,32ea20df-8af1-47cf-a105-eef92fabd80e,8373d6b1-6fd3-4876-9602-3075331b2bf6,5,14.3,2024-02-06
1bc7c4bb-8f04-4192-b772-d99eaa4ef71b,a3285e62-36dd-4641-b3ea-1dfa7dc72256,dae3a99a-cb06-43cf-bff4-e40f0e3840ec,3,44.46,2024-02-28
9fc07a40-0c3b-4c8d-815b-d3ab0b83921a,16936647-08b3-46e1-95a7-c31d0ca8677f,80a3c5a2-e4dd-4b48-83e7-5b2af904b525,3,35.73,2024-03-13
ca93223d-780a-478c-b308-dc9798c7a270,30365d27-c157-458f-8d8d-4cc4de9dfb09,210cca29-4668-4959-98e4-511c85c3f081,1,20.32,2024-02-05
ae48ff83-2ae0-48ea-90c8-496749767d46,84379aa4-2b97-43c8-b0cd-e5342ca54ec8,87b504d5-4f36-4152-a301-7d97d052e6d1,5,85.46,2024-03-05
d94db0f2-50ee-4432-a3e0-cc16a418726b,91216ad8-8e51-4b4f-a00d-ad45fc7756bf,a91fca4d-734a-4f8f-b34b-b18be4a69553,5,16.91,2024-03-18
ff833b3e-0377-4da2-a9cd-81b549d7ef6a,c0d1799a-ab25-42db-80b8-1f7c16e62242,59098276-f14d-4779-9a18-e4901cd2ef11,3,33.03,2024-01-11
ff75d59b-7587-4bd8-86b4-c9cd02e23269,fab2bb52-6fce-41d9-9152-92fc7638ec99,feba0dbf-bdb0-4670-bd2e-43a4771e5771,3,50.22,2024-04-20
c43971da-44b0-4f7b-8ccc-c7ed03b85dac,23c434d4-89ff-4b79-918f-fa0af9f33c7f,d9f82bb0-54da-4113-bf30-c123a6fbdc27,4,60.05,2024-05-12
acab9537-798e-40fe-9a64-d060d23d131f,bb8caaa5-3cb2-4224-8fe2-da0cd50f7f50,43e4de30-4f3b-4f00-8670-b095fa1939b2,5,81.59,2024-05-20
fe74998e-6928-4d73-bd6c-764dee8fd811,09560a62-98ec-46a1-b87e-3aecf9eb5e6e,d74ce829-ee52-41d7-b4d5-d85c7f5dbf8b,2,82.33,2024-06-08
33816a47-73c5-4eaa-a402-87855a47a2d2,2ee1a874-6962-4fff-a3d1-978302341621,9663bd62-4312-49f2-b2d5-e23a978995e3,2,53.79,2024-05-13
da03add9-80e0-4455-920c-dcb1d4c10acf,9ac903c5-5977-4ac8-bac4-b3fb6fc61214,777eb5c2-1e20-4bdf-8542-395fe7c7ff85,4,10.46,2024-06-04
5c54fa7a-e620-44ae-8248-4da9b55c7bf7,134252b5-dde0-40fb-b06e-c103e76ed368,6bda1dc4-628a-4d5d-9180-1e4f4f7fe2d1,5,76.69,2024-02-09
e8c1cd67-86f9-4af5-b0be-5a92abefc70e,dcfc2278-d8a9-4f40-826c-681bc1f8cb38,f1a5850b-fd04-488c-8436-33727543743d,1,75.73,2024-04-22
cb14999f-9d3d-4c2d-9ab4-e78f030e3c22,db03af55-4d94-45a0-a524-8b3f15b695b0,6b4464b3-afaf-4f98-acbe-67e1c804c948,2,94.03,2024-01-04
f3a8827e-3d23-4937-9041-110094109f54,100a87a7-33d7-4478-a665-d86d339c450a,a214f17d-b900-4eb9-a1f5-f471685c0be8,5,32.9,2024-02-29
4990d63b-2f56-45fe-9134-e851cd55cf3b,4d5efb95-444e-45d2-bb3f-a5e43f04e847,e3e590ae-0432-41b0-8051-ec0bb1a7a231,5,89.92,2024-01-12
df9086e1-a2a0-4a7d-836b-16023a271dd3,fa9f1394-8a98-4b90-b1a9-b5b9c8b1a6bd,12d07321-910e-4c1d-95f3-d2f085988aea,5,94.21,2024-01-23
e55f318b-57bf-4742-89df-96322c1ffcf0,2bf64327-cd21-494d-9d0c-9e0a65538ac3,0928f470-8a68-42f8-8f19-bad1de3e24a2,2,63.05,2024-02-16
5cd03e45-cf13-42ce-bc35-bd58092f9402,b487d252-3a86-4625-a6bf-ca9b05191ebb,03ce1775-4299-4025-970b-6ca18a57d7f0,2,78.87,2024-02-18
0cabf11e-f9e3-4090-ab2b-eaabb58221f9,f4c6ee34-dcab-4c5e-b0cc-57dc96cd9698,7af71bdf-58ab-43aa-ae4e-0a081f4af981,5,29.49,2024-05-09
a424a39b-580e-4f96-8ac2-6f2ba3292d9a,696f0b62-fe9a-4a1a-96c7-e8fe43a2ef8f,d57e3fb0-e79f-47bd-ad93-14ae6f19f60d,5,51.9,2024-06-06
e55f670f-d621-430a-bdd0-1cb37316a56b,5598a9ad-299e-40b5-9b2e-3a28edc73641,512757a1-eeb5-48df-89b9-a3260ff8f857,1,66.53,2024-04-10
bb1129e1-92f6-4c45-beee-fdda12be7ee2,f9c74819-4866-4700-979a-646a5ee2791d,b7d913fd-a03b-4207-a76d-fa34b463c482,2,22.98,2024-01-28
1c9fc8a1-e6a2-48d5-861f-ed64dbd1ca21,4528054e-cacb-44b8-8fb9-7852c4deb419,3c1fc6d8-0963-4e73-b7c0-17df5b918c32,1,88.83,2024-06-04
23bd842d-4fdb-4840-9042-5c27b0262937,f890614c-18fb-416d-8d66-15d93d53dad1,9b74b86b-a145-4c76-8f00-f63cf153ad1f,5,79.09,2024-05-05
a1725964-57fd-43e9-851a-e2592851615d,cb68862b-aa76-4d66-849c-fc2437df2b09,34b6639f-5bd2-469d-95cf-3cc0592da6e9,3,22.62,2024-05-09
f3a3e10c-bca0-4153-bb4c-2f8cddc57f84,835ada2a-ee97-496f-8dd5-44a87eddbf21,67b4fe6e-b59c-41fa-8270-e3216c7c6ab5,2,94.15,2024-03-11
9e524f45-58aa-430a-9c84-200174181563,d119b14f-edce-45c4-a4b6-6cac94cdd899,bc9417b1-f413-4c63-8a1b-0e11d76e6c87,4,89.5,2024-05-21
ff2544ac-4bd6-4cae-ab10-874476812f29,85b571cf-c7b9-4b22-b25d-d433fbab9069,fd815d07-904a-4b2f-a8eb-fc4935aa8e0a,2,79.86,2024-04-10
80174dce-0c8f-4347-884e-62b22da2c531,ab310de0-5476-4add-bf8d-eac3f51fc47f,90db3d44-575d-40db-8988-def7be7de61f,3,85.58,2024-02-02
af733487-f745-4e78-89e4-ba7331fa4ca9,f6edc71d-4773-440a-9589-d0ca45074e00,b8e0ec19-340c-4f49-812f-9f29e8a2aa44,2,95.25,2024-01-25
f8a60751-1964-4cd3-b7d5-ab03158b5373,fc91b87a-d555-4487-b653-3d58be329ccd,1f0890f5-40e1-4b58-bcfd-a975fd53dc53,3,20.18,2024-01-12
425d1425-7c27-49f7-90e6-c2cc3d40ccd7,c1f81258-87b6-4a26-95e8-711dd37a88b8,a34e6320-32d4-46eb-9ed1-f592b1103e60,5,49.2,2024-04-30
749efc9e-f2ab-416b-a44b-c44909bd7eaf,57c82a48-ca5b-49db-aaa4-22b61ae8bea1,05793abb-2a70-42d2-9199-aec72f9042c9,4,30.71,2024-02-18
568830ac-c222-45e6-b0d9-083284562f54,07984db4-16ef-4ba8-8125-6faf78f34d11,79d6b4b1-faf8-436b-ae69-582f3f433cdd,2,96.2,2024-02-25
6bc3b518-363c-4b60-ab49-bb56815bbcfe,8d8c4f16-4240-4475-8c41-f7ecde008031,d4fec1e5-1e76-4f82-bb28-8510aa793115,2,52.43,2024-03-02
63d1374f-7f81-49c8-b165-7551b8600810,e32b4f31-18f2-4dcc-b8ec-f8b0d2efb6cb,434803be-d6de-4c1f-b1c0-db630eb07ddb,5,48.4,2024-03-22
bb90459e-f3d9-4515-88af-1624df111a6f,652d0d12-96ec-4eb7-b2a5-a7b8d3a2c461,418677ed-a17c-4e66-aa5a-29128b88411c,2,77.96,2024-06-07
3eb26e1b-5904-4ac3-8d41-9fa477498b18,ddaf4074-7e7a-4267-b191-91bfdffe7de1,0b952ddf-58c7-46d0-89be-dbe33daed61c,4,97.57,2024-06-04
99b4f865-5c1b-43f7-8edf-65ffa0a83c71,cf035ba2-e35b-4216-b3d0-d9994a3da101,591efb95-041e-444d-bf97-163b555253c9,3,44.17,2024-05-01
74089f74-c10a-4727-a635-3bfa149c0907,af604378-611e-462d-bb06-b25ee36880b8,8a4f8d51-4a4e-46a3-ade8-ac65817f3a18,2,56.26,2024-06-17
45e0fa35-dad2-49f7-aa58-a1fac9832c57,a5a69ff8-10e8-40a4-a01e-4b8e54db205e,1ee5c554-48fe-4051-9e70-5be50e7c11dc,4,65.55,2024-04-17
b0518177-2f79-4a90-b69d-26d62a109865,eacf2724-79b5-49f2-bedd-79264706ce19,cc0db593-f242-4807-b88c-88f17cfa0a27,4,21.72,2024-01-13
058fe734-82a1-414a-8ac5-7eb484207857,48be81f2-8593-4a46-a320-27f399ab08e7,929750cf-e596-4afe-89bf-1af9c2af15e7,5,65.39,2024-03-28
2469a6ae-d727-4870-bc54-3838e683e4ac,afaef9e4-6bc8-41d8-9381-aecf970d32eb,564105a0-1444-40c8-9296-b992988e5d0c,2,45.41,2024-04-12
278b84c4-c4ba-4622-955f-d307a09ec198,d6cf3400-8507-4c52-9126-c939a418f0b9,da9a4878-c4ed-42e9-bff3-0251e90450f6,4,33.95,2024-02-08
a23de8dd-6193-4b7b-aa21-66ef76908159,c17f49cf-7881-4a63-b081-c7471121cff3,057478d8-fc5b-4b93-8266-20d4b77b4a41,2,39.74,2024-04-11
550fa4ae-d34f-4325-86d5-5814a887d4f9,8da8537f-db06-4699-907e-3d810fffe1f9,a9deae43-7f1b-4664-b41c-940ade1f8796,5,89.82,2024-01-20
d7b23408-2ebe-463c-930e-6850a28b1118,7833a948-261d-4ae3-8b70-ed43ac677b08,d507623c-41fc-45c3-90d6-1044baacd65b,1,75.15,2024-04-07
079c327d-43e5-47e4-876e-f7cbacfda94e,8d9683ec-9280-4944-a6f1-95df5f647772,4b59750f-e1e5-42cc-ae4f-b9bb92760012,4,42.7,2024-02-14
dd5457d0-f502-4e9f-ab9a-b9864921d541,f477939a-851e-4ed3-a51a-d5dfe1c7f32f,32c55b7b-5fd8-4e10-a483-014d0efa16a5,1,76.85,2024-02-03
f73b25b6-5bc3-47f9-91f0-6a62b7cf62a7,ded3acf6-3102-4a8b-9c46-6475e165fba2,f7afc59f-42be-4a60-9df5-6fa0450b92a3,3,47.05,2024-02-10
358f8e75-8ed2-473a-97e6-70e35f44c88f,5421aa84-8225-4fe2-92ff-4dbb09031f08,bfac61a1-e6f7-4444-9209-384aa7572e10,2,95.66,2024-01-16
f3f5d316-316b-4ae5-888c-4bbd1d2b94ab,a0951604-0b0a-490a-a67d-06e43a5d0c65,9abbedd1-2489-493d-8fc0-324685850087,3,86.98,2024-06-12
b704321c-a338-4d8e-9f7a-3fe1c68949d1,f2f97b2d-92f3-4a96-8a17-3d867c21e71e,f6b3db76-9ec7-4e1b-9f72-eda609940bfc,2,42.25,2024-06-09
